plant_id,common_name,botanical_name,family,type,lifespan,season,soil_moisture,sun
945,North's False Flag,Neomarica northiana (Schneev.) Sprague,Iridaceae,herbaceous,biannual,summer,moderate,full sun
946,Hypotrachyna Lichen,Hypotrachyna pseudosinuosa (Asah.) Hale,Parmeliaceae,woody,na,summer,dry,full shade
947,Manyflower Tobacco,Nicotiana acuminata (Graham) Hook.,Solanaceae,herbaceous,annual,spring,wet,partial shade
948,Poorman's Umbrella,Gunnera insignis Oerst.,Gunneraceae,woody,na,summer,wet,full shade
949,Hairy Buttercup,Ranunculus sardous Crantz,Ranunculaceae,woody,na,summer,dry,full shade
950,Grassland Beggarticks,Bidens micrantha Gaudich. ssp. micrantha,Asteraceae,woody,na,spring,moderate,full shade
951,Alyssum Evening Primrose,Camissonia boothii (Douglas ex Lehm.) P.H. Raven ssp. alyssoides (Hook. & Arn.) P.H. Raven,Onagraceae,herbaceous,perennial,fall,dry,partial shade
952,Pappose Tarweed,Centromadia parryi (Greene) Greene ssp. australis (D.D. Keck) B.G. Baldw.,Asteraceae,woody,na,fall,wet,full sun
953,China Doll,Radermachera Zoll. & Moritzi,Bignoniaceae,woody,na,fall,dry,partial shade
954,Pitted Onion,Allium lacunosum S. Watson var. lacunosum,Liliaceae,herbaceous,annual,spring,moderate,partial shade
955,Orzell's Blazing Star,Liatris ×orzellii G.L Nesom,Asteraceae,woody,na,summer,wet,full sun
956,Woollyhead Clover,Trifolium eriocephalum Nutt. ssp. arcuatum (Piper) J.M. Gillett,Fabaceae,woody,na,fall,dry,full shade
957,Brown Mustard,Brassica juncea (L.) Czern.,Brassicaceae,herbaceous,biannual,spring,dry,full shade
958,Tansyaster,Rayjacksonia R.L. Hartm. & M.A. Lane,Asteraceae,herbaceous,annual,summer,dry,full sun
959,Lake Willow Dock,Rumex salicifolius Weinm. var. lacustris (Greene) J.C. Hickman,Polygonaceae,herbaceous,perennial,summer,moderate,full sun
960,Broadleaved Lavender,Lavandula latifolia Medikus,Lamiaceae,woody,na,spring,dry,full shade
961,White Prairie Aster,Symphyotrichum falcatum (Lindl.) G.L. Nesom var. falcatum,Asteraceae,woody,na,fall,wet,partial shade
962,Eastern Pasqueflower,Pulsatilla patens (L.) Mill. ssp. patens (L.) Mill. [excluded],Ranunculaceae,herbaceous,perennial,summer,moderate,full sun
963,Hicaquillo,Dendropemon sintenisii Krug & Urb.,Loranthaceae,herbaceous,annual,fall,dry,full sun
964,Crested Floatingheart,Nymphoides cristata (Roxb.) Kuntze,Menyanthaceae,woody,na,summer,wet,partial shade
965,Sticky Cinquefoil,Potentilla glandulosa Lindl. ssp. glandulosa,Rosaceae,herbaceous,biannual,fall,moderate,partial shade
966,Privet Senna,Senna ligustrina (L.) Irwin & Barneby,Fabaceae,herbaceous,annual,spring,moderate,full sun
967,Cup Lichen,Cladonia ecmocyna Leight. ssp. ecmocyna,Cladoniaceae,woody,na,spring,wet,full sun
968,Diffuse Spineflower,Chorizanthe diffusa Benth.,Polygonaceae,woody,na,summer,dry,full sun
969,Goatsbeard,Tragopogon ×neohybridus Farw.,Asteraceae,herbaceous,perennial,spring,dry,full sun
970,Huntsville Vasevine,Clematis morefieldii Kral,Ranunculaceae,woody,na,fall,wet,full shade
971,Diaz Bluestem,Dichanthium annulatum (Forssk.) Stapf var. annulatum,Poaceae,herbaceous,biannual,spring,moderate,partial shade
972,Dracontium,Dracontium L.,Araceae,herbaceous,biannual,spring,moderate,full sun
973,Cane Bluestem,Bothriochloa barbinodis (Lag.) Herter,Poaceae,herbaceous,perennial,summer,moderate,partial shade
974,Bentley's Coralroot,Corallorhiza bentleyi Freudenstein,Orchidaceae,herbaceous,annual,spring,dry,full sun
975,Horsehair Lichen,Bryoria trichodes (Michx.) Brodo & D. Hawksw.,Parmeliaceae,herbaceous,perennial,spring,dry,partial shade
976,Manyawn Pricklyleaf,Thymophylla aurea (A. Gray) Greene ex Britton,Asteraceae,woody,na,spring,dry,partial shade
977,Hempnettle,Galeopsis L.,Lamiaceae,herbaceous,perennial,summer,dry,full sun
978,Petty Spurge,Euphorbia peplus L.,Euphorbiaceae,herbaceous,perennial,fall,wet,partial shade
979,Antitrichia Moss,Antitrichia curtipendula (Hedw.) Brid. var. curtipendula,Leucodontaceae,woody,na,spring,wet,full shade
980,Coral Vine,Antigonon leptopus Hook. & Arn.,Polygonaceae,herbaceous,perennial,spring,wet,full sun
981,Dactylospora Lichen,Dactylospora pertusariicola (Willey ex Tuck.) Hafellner,Dactylosporaceae,herbaceous,perennial,summer,wet,full sun
982,Stinging Serpent,Cevallia sinuata Lag.,Loasaceae,herbaceous,biannual,spring,wet,full sun
983,Mata De Mariposa,Gonzalagunia hirsuta (Jacq.) K. Schum.,Rubiaceae,woody,na,summer,moderate,full shade
984,Arctic Yellow Violet,Viola biflora L. ssp. biflora,Violaceae,herbaceous,perennial,summer,wet,full shade
985,Lilac Penstemon,Penstemon gracilis Nutt.,Scrophulariaceae,herbaceous,perennial,fall,wet,partial shade
986,Bigleaf Lupine,Lupinus polyphyllus Lindl. ssp. polyphyllus var. polyphyllus,Fabaceae,herbaceous,biannual,summer,wet,full shade
987,Orthotrichum Moss,Orthotrichum pallens Bruch ex Brid. var. pallens,Orthotrichaceae,woody,na,fall,wet,full shade
988,Twinevine,Funastrum Fourn.,Asclepiadaceae,herbaceous,biannual,fall,moderate,full shade
989,Milkwood,Tabernaemontana L.,Apocynaceae,herbaceous,annual,spring,dry,full shade
990,Sarcographa Lichen,Sarcographa tricosa (Ach.) Müll. Arg.,Graphidaceae,woody,na,spring,wet,full shade
991,Basin Fleabane,Erigeron pulcherrimus A. Heller,Asteraceae,woody,na,fall,wet,full shade
992,Crato Passionvine,Passiflora cincinnata Masters,Passifloraceae,woody,na,spring,wet,partial shade
993,Hillside False Ohelo,Wikstroemia uva-ursi A. Gray,Thymelaeaceae,woody,na,fall,dry,full sun
994,White Fishhook Cactus,Echinomastus intertextus (Engelm.) Britton & Rose,Cactaceae,woody,na,summer,dry,full sun
995,Oconee Bells,Shortia galacifolia Torr. & A. Gray var. galacifolia,Diapensiaceae,herbaceous,perennial,fall,wet,full shade
996,Banisteriopsis,Banisteriopsis C.B. Rob. ex Small,Malpighiaceae,woody,na,spring,dry,full sun
997,Fiddle Dock,Rumex pulcher L.,Polygonaceae,woody,na,fall,moderate,full shade
998,Greenman's Biscuitroot,Lomatium greenmanii Mathias,Apiaceae,herbaceous,perennial,fall,moderate,full shade
999,Beach Pea,Lathyrus japonicus Willd.,Fabaceae,herbaceous,perennial,fall,dry,partial shade
1000,Buttonsage,Lantana involucrata L. var. involucrata,Verbenaceae,woody,na,spring,dry,partial shade
